datetime,cellname,voltage
2025-02-11 13:44:54,3850efe4-2226-4654-ad9b-4b2bdac73b7d,2.264
2025-10-31 14:49:10,2d93683e-2aa5-4a18-8159-70cabdccfaa2,10.0645
2025-12-21 10:05:40,b1f44c82-a013-479e-b50d-40e2d1d3f9cb,6.7754
2025-10-13 01:09:04,6241130b-9525-4547-8e11-3ddaf80104c9,0.0678
2025-11-18 06:29:12,b51bc755-380f-48cd-8036-6692dca978f1,1.5663
2025-02-20 19:06:45,c495dc65-a9b4-4ed3-b0ab-89609d01c777,9.2788
2025-08-12 18:41:40,a428ff1c-af18-48b6-988f-5c7261522503,2.867
2025-07-24 04:20:12,a431bb0f-84ca-4a80-aeee-f7215c6ae1b1,12.8937
2025-05-07 11:33:09,2e4c97a8-2838-4f46-83d8-4114d37edda9,3.6013
2025-06-23 17:16:09,a8c594ea-3dd1-44de-a5ae-b6ca853197ce,0.4368
2025-12-08 06:35:06,7e8c64ad-e8df-4e39-8b65-f7f3f3ec6645,9.8735
2025-05-20 07:07:52,eec42c51-8510-4e59-8c51-15a853378373,12.0507
2025-06-01 16:12:08,394c7119-22be-4ef8-bba1-a4b7c8843db1,7.3053
2025-08-02 17:24:58,9aa93d10-de82-46e0-a071-06fbcc85ac12,9.9787
2025-06-04 21:33:20,6eaff3fe-e01a-4f01-a5c9-4485bdbdc6c8,9.3106
2025-11-03 16:13:12,a0f70596-21f9-48dc-835b-dc980b6a487c,7.1478
2025-08-26 00:47:42,7be7a9fb-1bc8-426e-8c57-fd7d5481fb21,6.2061
2025-10-20 18:06:18,3eb2fc63-a60c-4a87-8888-39e6a52e97a1,0.9087
2025-11-23 13:41:41,13b885e8-eb43-4856-9428-3ccad890c3af,0.7483
2026-01-18 21:11:20,f706ff8e-dde2-487a-9d54-8378c17fcc21,2.0223
2025-08-08 07:49:16,5869edc2-8089-4552-987e-1f9512f22491,0.3164
2026-01-31 20:19:14,e1c2d8dd-899b-44a7-bf1e-154bae300564,2.3515
2025-08-02 23:45:55,92ed2fe8-be84-4feb-9be3-fd8b5f5c5177,9.9079
2025-08-22 00:46:22,66c6dd5e-603d-4de1-8654-6d2b6e19bc16,11.8664
2025-04-23 19:44:56,e0c695a1-0e66-4b17-9e0e-374ba3810baf,6.2446
2025-03-15 11:06:36,481a0af3-9593-4949-985a-0b78d37e54e3,0.8053
2025-12-16 17:05:16,34647131-2171-4184-942e-cc4062a207f4,7.5146
2025-07-09 07:43:53,10460e4a-8745-43c4-9975-63d96080e7ee,2.9108
2025-05-26 20:12:27,52adac45-afd7-416c-965c-4bf875a2e3c8,2.6934
2025-12-21 00:53:20,b5521ee9-3fc7-4052-a338-8201dd45df87,3.1565
2025-03-23 14:07:59,5359e096-79a2-4da2-a954-c467bda4829e,8.4372
2025-11-21 13:48:20,d2f0b0d9-f5c2-4be2-b63c-510410d57d09,12.188
2025-05-19 02:27:28,55e74a4e-2104-45d0-a965-c253ee87f891,4.6959
2025-03-16 10:01:58,e82c6426-0b92-45c8-bd14-7550e14026b2,2.1106
2025-08-16 18:17:42,07bb824b-7024-4303-9c80-3672bb8f5daf,9.8693
2025-07-02 05:26:10,6584d516-28a9-4b1c-b169-9b7aaaf47a31,11.0692
2025-12-09 12:05:09,f6b077c0-b711-430f-b094-9c89b60db0ad,7.455
2025-07-07 16:33:44,db7f9488-b661-494e-80bb-cff911684f63,2.3327
2025-08-28 13:39:14,f5b69cfb-f165-4815-91fe-434978f77cc6,0.7963
2025-02-21 23:24:56,133248dc-f722-4fac-80fb-bb5a8dd2909a,7.3539
2026-01-11 12:37:01,4403e120-01a1-42e7-b184-11fdaa0d6d4a,3.3847
2026-01-03 12:51:44,f077d41a-9e37-4fd4-9eef-9107467b77ee,8.0446
2025-10-24 19:49:03,9c621f5d-c025-40b6-a804-ec615cefdf27,5.0386
2025-04-24 18:58:55,4aff4e13-ce17-4f20-ac39-a6e13856e9cb,0.3822
2025-02-17 07:53:25,e5abe806-3ac4-450c-910e-faf171715c10,5.4272
2025-09-05 08:51:16,7d1e226e-d462-4344-b436-43070947d363,5.5807
2025-12-19 22:10:08,010941d3-7b44-4338-97b1-5cf26d216777,7.208
2025-12-15 14:36:51,64d0d61e-ca2c-4859-8933-0ba288ac998d,1.2998
2025-08-17 22:28:55,93cd5ec2-2cb2-4d02-a839-3773b36e630b,7.6104
2025-06-22 00:21:39,4751ae1a-5efb-4853-99d4-17a4ee3ffc02,9.5016
2025-03-11 02:31:23,be06f953-5958-4cbf-bcae-3712c35aed7b,0.6428
2025-03-25 10:43:08,8de67339-4891-40af-9556-60eb44a83f6c,3.9214
2025-05-11 17:45:14,2369a663-83a1-45be-b46d-0a9e608b19a9,8.6068
2025-06-08 14:18:24,1a164f14-0f32-486f-9c81-74d08efc7814,0.3671
2025-06-11 21:26:53,66076cf9-d6ef-4e67-9324-7c957b5696c8,9.1836
2025-11-03 03:06:59,8f511ba3-e8b8-401d-82b3-d680bdfd9b05,4.8536
2025-04-05 05:24:20,fed2d771-b9bb-4e70-8382-36ac65e9e2ac,8.6997
2025-07-20 17:28:53,fb4a805c-0a9f-4610-aafd-2738034d0ffd,6.582
2025-08-01 15:33:56,89238bc3-6a07-484b-bdcc-7582a4e52735,9.081
2025-08-04 06:39:24,f4ae9a60-d1cf-4bf6-9cd6-498ed3aa0269,8.8806
2025-08-18 02:09:29,70bf6211-2319-463f-b472-81bd029644f4,0.5729
2026-01-28 19:52:29,80f56cff-4588-48cf-88de-88997a401ced,5.6211
2025-11-16 00:19:46,c2790e8a-239a-4f7f-9fe0-90589ded72fc,6.8893
2026-02-06 19:00:06,c66cc43a-35d6-4ec7-8c7e-5bc304cb2372,6.6556
2025-11-15 18:07:47,6794ae37-cb34-41e4-91c2-4eec2dd54391,10.5701
2025-10-18 11:44:49,30b6b7e3-f640-47c2-ac8c-8c861f9cade1,11.0216
2025-05-02 11:00:36,8d1ffe6f-4f4f-4c2f-8e7e-4a8ac691424c,3.5207
2025-12-02 11:09:50,cfcbd1ab-04ed-4730-8f82-ef33ef216c8d,0.7653
2026-01-23 17:23:35,d95dff28-5d07-4a79-a7ab-8bcec19c84aa,8.1197
2025-03-19 16:55:37,e54e067b-f838-4bf7-bc5c-69b61adc863c,11.6005
2025-05-10 03:10:59,1745474d-f6e1-4b56-ad72-ccfaaf9af94d,3.1243
2026-02-09 12:52:38,7e22d343-c501-4cf7-ba0e-22b1f0e396bd,9.8417
2025-03-30 09:42:39,febc0cb2-8460-4bbd-a2e5-23ea64afdc4f,0.2027
2025-10-25 15:15:26,6793189d-85c8-4c20-a3d2-b2ca08be956b,11.3072
2025-04-12 16:41:23,19f2ba80-99a7-4cd4-9398-2f4a30fa7952,7.2503
2025-08-23 10:20:38,6b514e6c-f622-4829-ac8f-af590877c9eb,12.8009
2025-12-27 09:38:46,ee41a808-2974-4d8b-9f25-697a42f52709,9.3011
2025-10-17 19:09:46,33a29e4c-d4d9-4e19-a7b0-f1a4af84c4cf,5.1859
2025-11-02 21:37:20,846d6245-dda1-4b24-b2de-df16ffcbaace,0.3666
2025-07-30 12:53:22,b0d2170a-1e59-43a8-98f3-ef4cbf449cd7,9.5457
2025-11-17 19:52:55,7cc826e0-b209-4073-929a-db7483bb7858,5.9468
2025-06-06 22:47:41,be893b5b-bcf1-48d2-91ec-f4c41246b893,4.4516
2025-03-01 13:38:14,c520250a-e9d5-4d1c-bf26-44f1c51e2947,11.1888
2026-01-29 00:50:27,7b8579e6-a385-467a-845c-f493749fd922,1.7956
2025-05-25 02:45:15,1780e4f9-abc1-47a8-b210-46407689189c,1.5174
2025-09-08 04:11:31,e2bb8a44-c3f5-46e8-9c84-b84881f63855,5.4813
2025-05-11 15:17:59,5c07abf9-1a76-43a1-a679-139d7665a27e,10.8627
2025-04-18 14:10:51,4ef8e107-70cb-4290-b3ab-a433a0a3c25e,2.1381
2025-10-01 00:25:13,416695d9-6694-4040-8128-0a1906455f19,12.3656
2025-07-17 13:57:06,05ec77aa-8536-4d67-a950-69570fe22241,3.1741
2025-09-30 00:04:45,8a5faf01-6a8d-4860-b2f5-97558b6c9016,0.6198
2025-10-04 11:40:22,5fa9d527-1e11-4c08-9593-94c8456434f9,1.7797
2025-03-16 21:37:39,3558589f-7970-4781-b290-22b641ca5f3e,5.1993
2025-05-28 20:26:42,87daaf67-ac6a-4703-86d9-41d0767b1245,6.3664
2025-02-28 01:24:04,da92ee46-a904-42a1-804d-79b06008ccf2,9.8431
2026-01-07 18:20:56,a2e7e5b6-ffa3-4240-a6f2-f6cebeed2ce7,10.2083
2026-01-13 15:43:36,4bece395-9c5f-416a-b4c0-187c281e9890,12.4788
2025-06-26 23:17:48,fbd87868-a938-490a-9175-27bc41e181c1,2.4636
2025-10-29 21:34:23,bf9b03c3-c289-4c17-8105-b8eeee3ca2f6,1.6557
2025-06-13 14:55:16,684ac4bc-6241-4580-a1c5-b06bab887e91,11.5228
2025-11-21 13:27:01,33157e27-171b-4b7b-be99-d4e21b67d725,3.004
2025-12-17 09:02:40,2df375b1-65a5-40ea-960c-5e30cbde4111,9.2641
2025-05-22 06:57:04,c7b5dbd6-6ff5-4e23-a9f1-4500e2ab6958,3.9448
2025-03-10 20:24:43,e24e8649-4a58-4ee4-8cf0-a179302f5da0,10.7217
2025-08-08 16:32:47,80792d96-1d5a-465e-b610-c662a8380ef8,1.0082
2025-12-01 13:22:55,2d2443e6-9504-45aa-8ecc-ac724f1ca47f,1.7802
2025-05-26 19:13:20,69d3e468-81e1-4be1-968d-6f26d417ecbe,11.0702
2025-07-21 09:43:03,3e59a82e-2d15-45f1-82e0-8bcc8509c0a6,12.519
2025-07-24 15:53:24,c4e7233e-8f45-4e9b-bc56-aa8c1ddb9168,11.9573
2025-09-09 12:50:32,3164eff7-4bd8-424d-b950-b966bfa0b3de,1.2018
2026-01-22 20:16:39,1dbd1fe2-0e94-4ef5-832a-40af16ac33c9,5.2436
2025-04-09 09:07:52,a823b956-4591-4755-bb50-bd7fd47cf61b,3.7182
2025-08-30 18:26:33,312145e2-b452-4e84-918e-8d40c2b5609e,0.0003
2025-06-29 23:10:27,3482f4c1-d5f5-4105-85ec-984e94a7f524,8.4046
2025-09-17 17:44:46,26b94b71-3c23-49b7-b840-0ed6e0ee2d10,3.2146
2025-09-16 11:14:19,3772e62a-7f51-4b0a-9da2-2835274ccb04,2.874
2025-02-12 21:39:32,e009ba61-f869-4c84-8158-473f57c4c954,2.388
2026-01-13 05:42:06,a6e18260-37a7-4d46-8f70-6bcec17b568a,5.2619
2025-06-11 05:56:55,b2be3d22-e1a4-44fe-8702-03f9c40c1b6f,8.9035
2026-02-01 05:39:22,4beef58b-7b89-4229-9386-9f6c70d7cee7,9.9143
2025-10-26 00:15:04,7d69dfa3-a4e4-44ec-b3cd-6039b70bc52a,8.002
2025-06-08 06:30:45,8d965256-5227-468a-ab00-c90ff05c90d9,0.2204
2025-05-04 12:00:32,db24e6e4-a803-4c46-a754-118c85bffea4,0.5926
2025-10-27 20:08:22,94c37d43-eeb8-4b77-aae7-9ff53caffe60,4.5665
2025-12-07 22:16:08,0584568a-2f18-44cb-844a-9195f9ee420d,11.7034
2025-06-15 20:36:49,8bb190a9-d2db-40a1-aa52-be60a557a086,1.9554
2025-05-29 15:19:47,61b8764f-8aad-43fe-a83f-9d9e050a7e5a,4.3278
2026-01-14 16:17:51,6495fd0b-231a-4630-839d-44148dee5089,1.9314
2025-11-08 16:50:41,3adff40d-fcfc-4760-b368-526b21028f19,8.5971
2026-01-10 03:56:14,ea362025-1a55-4ba9-9fe4-c2a78a3e07e3,0.3165
2026-01-05 22:42:57,0a56827c-ce99-464a-a1ac-d1dfa8d0d9ac,8.2406
2025-03-29 02:40:28,92853ba1-7a58-48bc-ba07-db8c8daa0348,10.0548
2026-01-13 15:33:39,ac1cbcc5-51ff-4758-a437-54cfb2f6e248,10.7867
2025-11-12 01:08:00,8875a6f2-cddb-485f-aefa-bf2519b81783,10.9258
2025-12-08 02:24:54,7929151f-0c88-4a1b-80bf-cd5b179d8a7f,8.5172
2025-02-18 03:02:03,f2a0257d-5f56-419c-9393-98993a4d1559,7.5061
2026-01-23 01:49:10,8db016fd-f940-4338-8925-b7d09a536ac4,10.7878
2025-05-01 21:16:34,ea6be7b4-81d2-495b-b271-9c2ea20ec096,6.5506
2025-07-12 19:12:10,8244c020-92f0-41d7-9d1c-5abeacc694db,4.6557
2025-04-02 18:03:04,330449d7-500f-4310-baaa-12a63fd51ce2,7.645
2025-08-30 14:05:27,006d1e30-0fcb-47eb-8556-7b34b484e7a9,12.386
2025-04-27 03:37:58,dfdd0912-5115-492c-b04d-69f9831264d8,7.7476
2025-10-04 16:03:50,6be1ae8b-a21d-4056-b5d9-e2667c0cb529,9.6429
2025-07-26 07:06:00,7c5bb381-4516-4954-9767-b5f99e711c2f,9.9839
2025-08-17 08:45:42,5845c51f-ee02-4f7f-a751-8dc903b1a36f,11.0819
2025-09-12 13:33:27,de208124-5ac7-4854-9b50-2067712fe4e3,4.5361
2025-11-18 06:11:17,77c62eaf-3d43-4c75-a238-9774adabd971,5.0827
2025-05-02 19:28:55,a1364530-62a9-4be7-aea9-823d932ffcb1,2.9718
2025-12-02 21:29:07,98c894d0-189c-4977-8abf-a6895386d35a,5.4148
2025-08-23 02:28:24,cdb22c38-74e1-463e-90f4-66fbb314982c,10.9688
2025-10-03 20:16:23,24096350-df47-4c84-bcfc-14611a323857,0.9435
2025-03-10 14:26:24,7d7301bb-51a3-4e98-83a7-d3c6051b3206,12.8062
2025-12-15 23:36:41,b5f60cf1-60bb-4333-8311-940d13b11894,8.2068
2025-05-23 21:30:35,41eb3bb5-9210-4eda-9b98-49edd854a5ed,2.4745
2025-04-22 19:04:11,90dfa53e-78a6-4e19-8ffe-8a42c6cdd94f,4.4576
2025-08-18 02:38:54,05bb1e5f-4356-4de5-bb63-3ebee8166eb5,9.7873
2025-11-10 20:40:40,1a985a9c-2225-4298-b8ca-c01aad7c069e,5.9925
2025-05-20 21:20:28,73177d96-f553-4609-8dbc-141b6ceb313c,7.1107
2026-01-09 15:14:56,87c975dc-d34a-475a-868f-9bfd506884cc,8.8884
2025-12-25 01:13:55,6a217555-3e5a-482b-b323-2ec93a680643,3.5888
2025-08-31 00:31:38,961b4a9e-4fc8-442d-940c-543d05d86b5c,2.7005
2025-08-09 16:44:42,04dccc74-4b64-4a83-b8ee-0a84ddcb6954,10.6749
2025-07-31 22:25:09,e056dcbe-6bf3-41bc-a6fd-2a0f9ff11cec,0.8024
2025-05-15 07:03:41,b54d8d0e-162f-4e0f-83f2-e792d2bcddfa,1.6232
2025-11-27 06:45:01,409c5032-319c-49e4-ba4a-9fbd83ef8710,2.3607
2025-05-09 16:27:47,804f99af-32b4-4510-9729-a2fb0fa93c76,11.0472
2025-10-04 20:11:14,480dd588-1c69-4a23-bfab-41097155aa07,7.3677
2025-12-20 23:24:04,e12b1b8e-aa87-4eae-a729-9cb04096e647,5.2612
2025-11-05 05:55:38,692e34dc-c7b9-4fcc-bba3-e78273b496d8,0.1502
2025-07-30 20:52:48,e9a60564-cac7-4960-b5e5-a8c3cd4e2823,5.9796
2025-12-27 14:34:45,6662dad4-e28d-4309-9458-319c025dd1e0,1.3513
2025-09-02 16:07:17,43004473-7845-434e-ab01-87f954437396,2.5889
2025-12-15 09:12:55,c36268f7-e16c-4597-a3c6-64fe1529585a,1.2995
2025-05-21 19:20:09,f74c39a6-65f2-4676-b529-aa977f5c3594,8.6464
2025-08-15 08:53:48,4c92b2eb-583f-4176-b3cb-3e543561c06d,1.0698
2025-09-03 11:09:04,7c0ffed4-4f19-4496-bdc4-a5f48ff7b9bf,2.4481
2025-04-04 02:25:37,25996e92-f19c-408b-9742-1e6fb9e21ac3,0.573
2025-03-30 13:28:32,5e4c4df6-663f-408a-87ce-b9cc6c647c16,3.0613
2025-11-04 22:11:07,5a5b3ed8-ff5c-44d1-a7b9-12bd14a442c2,10.1581
2025-08-04 03:29:58,6be38025-6feb-4e86-b3e9-10126540dba7,0.5151
2025-06-15 08:57:32,3957518c-70d6-4aad-a02c-ffa2526aef74,11.316
2025-02-19 08:32:07,01b631f1-c5c1-4494-a7ea-7ae98e18003f,7.4695
2025-03-03 04:19:10,58f3b340-1d19-4955-b042-b73dc853828a,0.5902
2025-08-31 02:01:13,89df49d5-ca07-4fa0-ac8a-78802a26baf4,6.4715
2025-04-15 09:34:14,bc03bea0-731f-4ae6-ad98-89da2235d9ca,10.1793
2025-10-01 02:06:19,c7ad112f-d9e5-455a-a173-397f8bad77e4,10.9666
2025-02-17 03:06:03,3e267049-573e-4c3d-b0a6-8fa4d692356e,3.8547
2026-01-22 09:27:31,b4db3863-5d6f-4b2e-a37c-349d8deb2318,10.9214
2025-09-01 14:48:18,acb7b270-5534-49dc-88df-c176900d038a,11.0885
2025-04-29 07:30:10,162c832e-e7af-4b20-b84d-f8d86f3bac69,11.6193
2025-12-23 15:28:52,dfa30004-e7f7-4e7f-8eeb-98657a3ad397,3.2341
2025-11-20 13:55:39,f5a39508-532f-4104-ae43-798d3a08fb2a,7.3534
2025-08-08 02:53:23,a2a97c64-b418-4a26-b3cb-950fb1d50ea5,11.2903
2025-08-02 01:29:50,574fb9cf-2ada-4fd0-8259-31192d3f7d7d,3.4957
2025-03-02 09:00:38,daa98640-537b-4893-80f4-97acc9406215,5.2387
2025-10-03 19:40:58,ed82b78d-ac95-4ee4-9a07-5e1e0532d28f,9.5201
2025-08-07 21:17:51,e6b35108-cbb8-4534-a434-0eddce1006fc,11.6577
2025-10-02 10:29:41,1f232123-faa6-424b-9358-36217c21d9b5,10.2665
2025-06-05 21:46:39,79cdac40-6400-4b2c-8788-36ff31eb56b4,6.499
2025-10-29 09:10:54,43e23775-10dc-4d31-8f29-88954c555956,4.9055
2025-05-27 19:02:09,549f1e07-fb7c-4425-b95f-c23448d1c45f,10.6184
2026-01-03 13:09:09,1e997bd0-5074-44b5-9ff8-c2b009485332,2.858
2025-05-04 08:02:41,246b6c09-2e6e-420f-9cf9-b678af7642b3,5.4543
2025-11-14 07:34:15,4b38fc64-5dc9-49a3-aa25-08e9ba9691d3,7.2951
2025-06-15 19:00:44,0dfe9c1c-c894-4ab7-87e2-f5fce490c8a9,11.1593
2025-06-18 10:21:46,3d42b299-77e0-45b4-9115-d346fe3c9c1f,12.6063
2025-10-31 00:29:13,a85098ab-1b17-4c73-b201-6e219cd537b0,6.0261
2025-08-18 00:58:52,3394d1e7-5879-4357-8387-a8368e18f142,6.3339
2025-11-04 16:01:48,56f2a8e5-80ff-4e13-a9c3-4ce74b8dc908,1.4261
2025-12-03 08:06:00,82884ecd-c6e9-46d5-8cce-93e1b8546516,8.437
2025-09-29 11:53:57,d4f35c3c-b01c-4a9d-9c63-0e84123f473e,5.7878
2025-05-11 01:19:17,aecfc50a-81d4-41af-81e2-647de8f776e6,12.5717
2025-05-30 14:49:32,37dc5a53-4e4a-4713-8fa5-7bac3b9a600f,9.8245
2025-05-23 02:36:08,ad14cac8-3e0c-4659-91f3-a3bbdf66a83f,9.9453
2025-08-24 11:49:58,b633b684-5aa3-4b74-b53c-b040fc9654ec,3.4055
2025-08-01 13:26:39,04b8e312-12b9-4f5f-81ca-8dbdcbec241a,10.7033
2025-12-10 06:59:27,9ca6cbed-8c1a-4051-8795-79e214c3b0b0,11.5632
2025-12-08 03:37:49,d71e3e0a-d114-46ff-8f63-ec49b7595bb2,7.9731
2025-11-17 16:40:58,76b75f93-0345-4a00-9974-7262fac3b191,10.9311
2025-05-01 00:59:36,3db6960d-7f2d-41cf-a686-8adfbf3ba2bf,12.9555
2025-02-28 17:14:48,ccac08e2-898c-46ff-a1d2-4ba56e063914,4.8561
2025-04-24 17:57:09,82446460-433e-4026-a3c6-678e724f5987,8.7194
2026-02-06 00:44:26,776be527-899f-4d47-8931-dc43f9d2a5b2,5.702
2025-03-07 19:47:18,17e9937d-cb9c-458f-b978-0f32cbade0fd,11.0105
2025-05-16 15:32:38,8a3c600c-62f9-4f38-8ca2-bc12d8e3fc00,4.892
2025-03-02 23:33:56,7621e2d8-92d2-4e9d-b02d-4b0734789536,7.9099
2025-06-10 00:22:30,2143de72-0727-4bf6-b74b-7ab2a5997993,12.2458
2025-09-09 20:48:35,8f93a90a-233b-4361-9132-5fa7a4b5d434,4.6309
2025-07-03 23:46:01,d5bcfde9-d02c-4b3c-ab52-d1a5abac2327,3.1995
2025-11-28 07:41:25,2f7fdb74-8972-4142-86d0-184af4b4b46b,11.105
2026-02-06 17:09:29,240fa850-c8e5-4cfc-bf85-9600cd6743bb,5.8008
2025-05-12 03:57:12,0af59740-7867-49ef-bede-a4179b0a8881,1.4305
2025-06-01 05:04:35,b30be8b7-026d-49ae-a223-26ad6f4cbf6f,5.0436
2025-08-24 12:53:55,df7eee16-2117-4a4d-bcda-9109657507f8,7.0932
2025-06-12 19:15:30,3ccc33e5-1c74-4b49-9ed5-5514e6399b43,3.9977
2025-02-23 07:43:40,7f3ae615-1adc-48ab-aa09-c66764800a7b,11.1686
2025-07-02 21:25:30,e800e8c2-3d66-4adf-ba8b-abab0d8d1c38,1.0261
2025-07-10 09:59:26,5b56cee3-54c7-49a0-bdee-9aca143f4d90,8.6685
2025-10-15 06:07:58,5d39a6fb-f610-4881-b00a-d086e4f1a99a,6.8793
2025-08-07 06:03:29,f97169b4-544f-4343-930b-e2aa4c1a8329,7.5897
2025-04-28 01:52:58,37617f67-64f7-4a0e-8d20-9f1b542ab1d7,1.0781
2025-11-30 13:41:11,4a8ff02e-ebaa-4625-a368-28fa9a3f0096,10.3897
2025-09-22 08:41:16,3c0ae5a0-b67b-4190-a873-9cf22bd6758f,2.5078
2025-11-27 23:43:22,b04e303e-867c-42bb-b3eb-66c51159bf62,7.3839
2025-02-22 22:39:33,0eff0099-b673-4184-8601-a9e1ac615e48,8.732
2025-07-06 20:49:06,d3d6d081-c687-498e-938f-c489b294bfb0,12.9587
2025-05-27 12:30:04,d79850c3-806b-443e-b89d-80a4562eee40,2.5608
2025-08-09 10:41:39,bd28bf99-506d-4d8f-be47-8962b0d0cab6,6.7655
2025-09-09 11:29:41,76c47e9f-1d2a-488a-8646-c432ba19c970,4.5427
2025-02-10 01:00:41,dcae0c6f-d94e-470a-ae08-38ba82dbacc0,4.1101
2025-09-05 21:13:07,4906158a-b813-4864-b214-4131ffdabc10,10.0198
2025-03-22 04:54:56,d01ba9c5-a756-476a-9ef9-e201bc81b8eb,0.4025
2026-01-28 15:01:35,e2b9df3f-baa9-4ce0-b437-343d37addb39,0.2704
2025-09-28 02:22:00,c751c8a5-d998-4a80-970b-d8fd8ab73f9b,0.7078
2025-12-31 15:56:31,2096c2ff-a5bb-40e1-b28e-1826aadda0f2,0.7191
2025-12-06 13:19:56,f0041ce7-b332-4ec0-ae6a-1a987f23c652,11.606
2025-08-21 07:51:54,d70c0410-64a0-469f-849f-9c20d448c985,1.1784
2025-06-14 09:48:52,7a950963-637b-475d-93a5-91caf519159f,8.9122
2025-07-21 10:38:08,2a3822d2-3a8a-4b5a-993f-131048538af7,8.4298
2025-03-12 06:12:22,5c673591-6051-4404-b659-cb868d329f6b,3.209
2025-11-18 02:21:48,9397355e-cf91-4fb5-93d5-7f57e38a1849,10.5398
2025-12-28 05:53:54,e17f3f8d-004e-4af6-b003-9629dd61b58b,11.7453
2025-10-26 04:01:40,6e3b7cb2-3635-4cca-b26b-ffb68fc8cb87,1.6439
2026-01-18 16:23:33,64ea081c-8427-4653-b80c-0e056209d08b,0.1844
2025-08-29 20:06:29,9881bc1b-c311-483f-8b68-2326ca936b8f,10.1862
2025-07-01 16:15:39,8dff1cc1-d0b0-4547-aacd-a5051cffaa3e,0.4758
2026-01-25 02:20:50,95520ea8-0a39-442d-bbd9-31a30cb94a45,8.2972
2025-09-19 20:23:45,e18cb790-0754-4114-bea2-dbf8eeadc5a9,8.4204
2025-10-11 14:41:26,ba19e878-7469-4862-813a-cd909a54a366,10.8445
2025-07-31 05:14:13,28ef11cb-3ead-410d-87aa-218a7c266602,2.2201
2025-11-25 11:19:42,c6cfc718-a1c2-4776-9d3d-b016a8068ae8,11.8274
2025-11-01 08:22:10,fdbdede8-3e5e-48a2-84e1-6f769ffe3fdb,9.8293
2025-05-15 22:14:34,542bcd2a-c9aa-4aa4-a741-a84e1199e457,6.7555
2025-10-08 04:46:35,bf4656aa-a22a-4cc3-b245-87f3acb5a8a4,8.14
2025-04-05 04:32:01,57b1f24a-acd4-4c6b-a003-cf9f13e282db,0.8441
2025-04-16 14:24:40,6733469e-e0aa-464a-aee0-7f3845db8bb2,9.2242
